policy_id,product_type,region,sum_insured,annual_premium,start_date,end_date,earned_premium,status
POL-00313,Motor,South,950520.93,2417.7,2023-04-23,2024-04-22,1675.83,Lapsed
POL-00314,Motor,South,1002341.98,1473.6,2023-03-05,2024-03-04,1219.25,Active
POL-00315,Motor,East,1169074.21,1629.8,2022-10-03,2023-10-03,1232.4,Active
POL-00316,Motor,South,1104945.64,1231.94,2023-05-31,2024-05-30,725.66,Active
POL-00317,Motor,Central,1216655.09,1516.73,2022-07-20,2023-07-20,835.24,Active
POL-00318,Property,Central,16535125.77,527.6,2022-07-18,2023-07-18,287.65,Active
POL-00319,Motor,South,1184296.83,1875.98,2022-05-18,2023-05-18,709.27,Active
POL-00320,Liability,South,2155015.16,2395.84,2022-01-02,2023-01-02,13.13,Active
POL-00321,Liability,East,1306403.44,2666.99,2022-09-20,2023-09-20,1921.7,Active
POL-00322,Motor,West,1309752.6,1490.29,2023-01-18,2024-01-18,1420.88,Active
POL-00323,Motor,West,352555.34,2142.58,2023-01-18,2024-01-18,2042.79,Active
POL-00324,Motor,North,1241575.79,5670.94,2022-09-10,2023-09-10,3930.82,Active
POL-00325,Property,North,4737802.73,1848.35,2022-06-11,2023-06-11,820.36,Active
POL-00326,Property,West,2305861.77,1305.63,2022-11-24,2023-11-24,1173.28,Active
POL-00327,Property,East,15236135.35,2115.81,2023-03-06,2024-03-05,1744.82,Active
POL-00328,Motor,West,654479.07,2735.37,2022-03-12,2023-03-12,532.09,Active
POL-00329,Property,South,19128604.89,3358.61,2023-04-25,2024-04-24,2309.62,Cancelled
POL-00330,Motor,North,218181.45,1736.3,2022-04-21,2023-04-21,528.02,Active
POL-00331,Property,North,19016746.43,2437.7,2022-07-06,2023-07-06,1248.91,Active
POL-00332,Motor,West,810954.97,4375.63,2022-03-15,2023-03-15,887.11,Lapsed
POL-00333,Property,South,10973278.02,2126.42,2022-12-24,2023-12-24,2085.64,Active
POL-00334,Liability,North,4176880.46,2512.2,2022-06-26,2023-06-26,1218.25,Active
POL-00335,Motor,South,637191.47,6596.78,2022-01-22,2023-01-22,397.61,Active
POL-00336,Property,Central,14323212.81,2135.24,2022-04-10,2023-04-10,585.0,Active
POL-00337,Motor,East,654287.74,1781.22,2022-05-16,2023-05-16,663.69,Active
POL-00338,Property,Central,10918540.14,1193.28,2022-02-09,2023-02-09,130.77,Lapsed
POL-00339,Motor,Central,1192716.47,1951.07,2022-09-25,2023-09-25,1432.57,Active
POL-00340,Liability,North,1623028.48,2093.63,2022-12-03,2023-12-03,1933.02,Active
POL-00341,Motor,Central,888222.93,5565.08,2022-02-28,2023-02-28,899.56,Active
POL-00342,Liability,South,3363806.35,4285.99,2022-09-28,2023-09-28,3182.2,Active
POL-00343,Property,West,7485101.27,8393.21,2022-05-25,2023-05-25,3334.29,Cancelled
POL-00344,Motor,South,1252622.21,990.0,2023-03-03,2024-03-02,824.55,Cancelled
POL-00345,Property,West,15883573.12,762.22,2023-03-26,2024-03-25,586.8,Active
POL-00346,Property,West,1225143.41,1721.75,2023-05-14,2024-05-13,1094.37,Active
POL-00347,Liability,North,549231.82,1101.05,2022-07-08,2023-07-08,570.13,Active
POL-00348,Motor,East,408964.69,1673.41,2023-06-07,2024-06-06,953.61,Cancelled
POL-00349,Motor,North,1282119.85,1787.72,2023-06-25,2024-06-24,930.6,Active
POL-00350,Motor,North,404915.7,3230.27,2022-02-09,2023-02-09,354.0,Active
POL-00351,Property,East,1462740.55,3313.34,2022-03-13,2023-03-13,653.59,Active
POL-00352,Motor,West,675358.33,893.41,2022-07-23,2023-07-23,499.33,Active
POL-00353,Motor,South,839971.49,2099.21,2022-04-05,2023-04-05,546.37,Active
POL-00354,Motor,North,660306.19,1414.11,2022-11-16,2023-11-16,1239.76,Active
POL-00355,Motor,Central,1130673.4,1618.86,2022-09-17,2023-09-17,1153.16,Active
POL-00356,Motor,East,341565.13,1833.38,2023-05-30,2024-05-29,1084.96,Active
POL-00357,Property,West,13272742.12,2126.95,2023-06-01,2024-05-31,1247.03,Cancelled
POL-00358,Property,North,4285945.82,2025.08,2022-06-17,2023-06-17,932.09,Active
POL-00359,Motor,West,926486.48,2203.99,2023-04-09,2024-04-08,1612.23,Active
POL-00360,Motor,West,1244149.61,1450.47,2022-05-20,2023-05-20,556.35,Active
POL-00361,Liability,North,4127847.26,1039.09,2022-01-17,2023-01-17,48.4,Active
POL-00362,Motor,East,934728.82,848.64,2022-01-24,2023-01-24,55.8,Lapsed
POL-00363,Motor,North,1188891.51,3145.19,2023-06-18,2024-06-17,1697.54,Active
POL-00364,Motor,North,787590.02,2627.07,2023-06-02,2024-06-01,1533.06,Active
POL-00365,Property,West,11804452.03,2545.68,2022-12-23,2023-12-23,2489.88,Active
POL-00366,Motor,West,1329498.98,2434.04,2022-01-24,2023-01-24,160.05,Active
POL-00367,Property,East,17096561.73,1538.25,2022-02-22,2023-02-22,223.36,Active
POL-00368,Property,East,10673079.99,1325.78,2022-03-19,2023-03-19,283.32,Active
POL-00369,Motor,East,1017223.37,1652.0,2022-12-23,2023-12-23,1615.8,Active
POL-00370,Liability,East,528518.08,2790.48,2022-10-04,2023-10-04,2117.71,Active
POL-00371,Property,South,13435682.18,1920.83,2022-09-09,2023-09-09,1326.16,Active
POL-00372,Motor,South,959090.5,2122.47,2022-11-21,2023-11-21,1889.87,Active
POL-00373,Motor,South,946342.15,1760.97,2022-05-02,2023-05-02,588.6,Lapsed
POL-00374,Motor,Central,1244852.12,1414.93,2022-09-28,2023-09-28,1050.54,Active
POL-00375,Motor,South,1424166.03,1088.59,2023-01-20,2024-01-20,1031.93,Lapsed
POL-00376,Motor,South,1313247.83,446.15,2023-02-05,2024-02-05,403.37,Active
POL-00377,Liability,East,3267481.41,2902.44,2023-04-03,2024-04-02,2170.87,Active
POL-00378,Motor,West,1154723.91,1406.02,2023-04-08,2024-04-07,1032.37,Lapsed
POL-00379,Motor,West,444796.63,1202.98,2022-11-09,2023-11-09,1031.6,Lapsed
POL-00380,Property,West,7672173.29,1247.03,2022-04-27,2023-04-27,399.73,Active
POL-00381,Motor,South,458587.54,1835.92,2023-05-04,2024-05-03,1217.24,Active
POL-00382,Liability,North,1450027.45,860.6,2022-12-01,2023-12-01,789.87,Active
POL-00383,Property,West,1175764.52,659.98,2022-10-23,2023-10-23,535.22,Active
POL-00384,Motor,Central,609602.28,1638.24,2022-08-08,2023-08-08,987.43,Active
POL-00385,Motor,Central,1221042.88,1616.98,2022-01-16,2023-01-16,70.88,Active
POL-00386,Liability,Central,1016193.21,2941.55,2022-04-18,2023-04-18,870.38,Lapsed
POL-00387,Property,South,2530623.84,1481.57,2023-01-13,2024-01-13,1432.86,Active
POL-00388,Liability,North,2334328.04,5683.36,2022-01-29,2023-01-29,451.55,Active
POL-00389,Motor,West,360294.52,998.15,2022-01-27,2023-01-27,73.84,Active
POL-00390,Liability,West,3640738.48,1251.16,2022-02-18,2023-02-18,167.96,Lapsed
POL-00391,Property,South,7315950.18,3338.04,2022-11-03,2023-11-03,2807.61,Active
POL-00392,Motor,West,706198.58,1588.62,2023-01-10,2024-01-10,1549.45,Active
POL-00393,Motor,Central,1158793.34,3506.97,2022-07-02,2023-07-02,1758.29,Active
POL-00394,Property,North,15746610.97,3491.19,2022-02-09,2023-02-09,382.6,Active
POL-00395,Motor,South,835570.99,1942.49,2023-03-03,2024-03-02,1617.85,Active
POL-00396,Motor,South,1396807.22,1209.35,2022-01-12,2023-01-12,39.76,Lapsed
POL-00397,Property,North,4326625.36,2672.82,2022-06-09,2023-06-09,1171.65,Active
POL-00398,Motor,West,1389243.25,823.28,2022-05-16,2023-05-16,306.76,Cancelled
POL-00399,Motor,West,1455556.88,1507.75,2023-03-08,2024-03-07,1235.12,Active
POL-00400,Motor,North,1223997.25,1879.07,2023-06-04,2024-06-03,1086.26,Active
POL-00401,Motor,Central,1205037.91,2404.64,2023-04-15,2024-04-14,1719.48,Active
POL-00402,Liability,East,3899651.88,1520.21,2022-06-29,2023-06-29,749.69,Active
POL-00403,Property,East,7513621.5,1791.93,2022-11-09,2023-11-09,1536.64,Active
POL-00404,Motor,West,636421.61,2035.15,2023-06-05,2024-06-04,1170.91,Active
POL-00405,Liability,Central,876535.34,1478.75,2022-12-28,2023-12-28,1466.59,Lapsed
POL-00406,Liability,South,3525238.45,1335.65,2022-05-12,2023-05-12,483.03,Active
POL-00407,Motor,East,331477.8,1872.34,2023-03-04,2024-03-03,1554.3,Active
POL-00408,Property,West,8274464.28,3516.56,2022-08-15,2023-08-15,2187.01,Lapsed
POL-00409,Motor,Central,1327549.7,2743.05,2022-08-29,2023-08-29,1811.17,Active
POL-00410,Liability,West,3473359.55,670.28,2022-12-22,2023-12-22,653.75,Cancelled
POL-00411,Property,Central,1419778.83,1236.57,2022-09-03,2023-09-03,833.42,Active
POL-00412,Property,North,12097762.01,1037.98,2022-03-14,2023-03-14,207.6,Lapsed
POL-00413,Motor,East,268768.24,1590.53,2022-08-20,2023-08-20,1010.97,Active
POL-00414,Liability,South,1229436.34,2285.47,2023-02-20,2024-02-20,1972.39,Lapsed
POL-00415,Motor,East,1275424.62,6207.12,2022-08-08,2023-08-08,3741.28,Active
POL-00416,Motor,West,728917.95,3586.64,2022-09-25,2023-09-25,2633.48,Active
POL-00417,Motor,East,802893.79,2419.13,2023-03-14,2024-03-13,1941.93,Active
POL-00418,Property,North,3729900.08,791.21,2022-02-07,2023-02-07,82.37,Lapsed
POL-00419,Motor,West,666838.5,1153.84,2022-01-25,2023-01-25,79.03,Active
POL-00420,Liability,North,3036394.11,2024.93,2023-03-20,2024-03-19,1592.21,Active
POL-00421,Property,North,7874412.45,1518.02,2023-04-20,2024-04-19,1064.69,Lapsed
POL-00422,Motor,West,462522.94,1875.83,2022-11-25,2023-11-25,1690.82,Active
POL-00423,Motor,Central,890702.95,2860.08,2023-01-06,2024-01-06,2820.9,Active
POL-00424,Motor,South,778448.88,1269.42,2023-01-31,2024-01-31,1165.08,Active
POL-00425,Property,East,10991066.64,1681.0,2023-05-14,2024-05-13,1068.47,Active
POL-00426,Property,East,16883865.01,1268.03,2023-02-11,2024-02-11,1125.59,Active
POL-00427,Motor,North,1114667.41,1873.15,2022-04-04,2023-04-04,482.4,Active
POL-00428,Property,East,4179960.67,2320.55,2022-01-24,2023-01-24,152.58,Active
POL-00429,Motor,North,869223.5,904.27,2023-01-04,2024-01-04,896.84,Active
POL-00430,Property,West,3860366.09,546.98,2023-04-15,2024-04-14,391.13,Active
POL-00431,Liability,West,992908.21,3510.21,2022-06-21,2023-06-21,1654.13,Active
POL-00432,Property,South,8132844.35,2372.47,2023-03-20,2024-03-19,1865.48,Active
POL-00433,Property,South,18716774.0,1549.45,2022-10-11,2023-10-11,1205.6,Active
POL-00434,Property,North,13199234.28,1331.55,2022-09-14,2023-09-14,937.56,Active
POL-00435,Motor,Central,485491.71,4154.45,2023-03-24,2024-03-23,3221.12,Active
POL-00436,Motor,Central,747594.02,3587.97,2022-08-09,2023-08-09,2172.44,Active
POL-00437,Motor,Central,1037257.5,1357.85,2022-10-30,2023-10-30,1127.2,Lapsed
POL-00438,Motor,East,411239.82,972.31,2022-09-01,2023-09-01,649.98,Active
POL-00439,Property,West,2764496.24,2779.32,2022-08-16,2023-08-16,1736.12,Lapsed
POL-00440,Property,East,3198945.63,711.75,2022-11-25,2023-11-25,641.55,Active
POL-00441,Liability,South,4927839.93,1065.06,2023-05-06,2024-05-05,700.31,Active
POL-00442,Motor,East,763104.53,1222.34,2022-03-17,2023-03-17,254.51,Active
POL-00443,Property,South,13158578.95,1476.37,2022-02-05,2023-02-05,145.61,Active
POL-00444,Motor,South,380146.68,1978.23,2022-07-15,2023-07-15,1062.28,Lapsed
POL-00445,Motor,South,1201943.62,752.54,2022-04-02,2023-04-02,189.68,Active
POL-00446,Property,South,15847714.37,1006.38,2023-02-07,2024-02-07,904.36,Cancelled
POL-00447,Liability,East,919618.27,1268.95,2022-07-07,2023-07-07,653.6,Active
POL-00448,Property,North,19933911.3,4671.3,2022-07-26,2023-07-26,2649.2,Lapsed
POL-00449,Motor,North,377633.47,1985.18,2022-02-22,2023-02-22,288.26,Cancelled
POL-00450,Property,West,15777720.21,1520.17,2022-11-01,2023-11-01,1270.28,Active
POL-00451,Motor,East,892871.56,2168.87,2022-10-16,2023-10-16,1717.27,Cancelled
POL-00452,Liability,South,639646.64,684.1,2022-04-16,2023-04-16,198.67,Active
POL-00453,Property,Central,6347565.09,1629.21,2023-04-17,2024-04-16,1156.07,Active
POL-00454,Motor,East,494153.5,2527.43,2022-06-11,2023-06-11,1121.76,Active
POL-00455,Motor,South,992698.61,922.97,2022-01-07,2023-01-07,17.7,Active
POL-00456,Motor,North,219292.89,3044.15,2022-06-03,2023-06-03,1284.38,Active
POL-00457,Liability,South,2564448.35,1028.12,2022-08-19,2023-08-19,650.68,Active
POL-00458,Motor,South,601039.06,1977.86,2022-11-30,2023-11-30,1809.88,Active
POL-00459,Property,Central,18369711.96,2140.44,2022-03-14,2023-03-14,428.09,Active
POL-00460,Property,Central,16571294.53,1508.49,2022-01-11,2023-01-11,45.46,Active
POL-00461,Motor,South,876017.81,1447.75,2022-04-22,2023-04-22,444.24,Active
POL-00462,Motor,South,1408428.88,1934.23,2023-01-05,2024-01-05,1913.03,Active
POL-00463,Liability,North,1056354.47,3049.76,2022-09-30,2023-09-30,2281.05,Active
POL-00464,Motor,West,578700.05,3062.94,2022-04-10,2023-04-10,839.16,Active
POL-00465,Motor,Central,1174204.05,1912.4,2022-09-30,2023-09-30,1430.37,Active
POL-00466,Property,South,14613638.78,1240.72,2022-07-15,2023-07-15,666.25,Active
POL-00467,Property,Central,13133628.39,1817.68,2022-07-08,2023-07-08,941.21,Active
POL-00468,Liability,South,914710.38,1207.86,2023-03-05,2024-03-04,999.38,Active
POL-00469,Motor,West,1370701.74,695.94,2022-09-06,2023-09-06,474.76,Active
POL-00470,Motor,North,1319639.58,1018.56,2022-09-01,2023-09-01,680.9,Active
POL-00471,Motor,East,813367.28,3266.72,2022-07-10,2023-07-10,1709.43,Active
POL-00472,Motor,West,468230.82,1594.25,2022-04-28,2023-04-28,515.4,Active
POL-00473,Motor,West,441980.98,1794.97,2022-04-10,2023-04-10,491.77,Cancelled
POL-00474,Motor,West,467482.85,5384.88,2023-03-26,2024-03-25,4145.62,Active
POL-00475,Motor,North,1317829.97,3347.69,2022-08-04,2023-08-04,1981.1,Active
POL-00476,Motor,South,556804.75,2631.24,2022-11-29,2023-11-29,2400.55,Cancelled
POL-00477,Motor,West,616706.36,1353.15,2023-05-05,2024-05-04,893.45,Active
POL-00478,Property,East,3891337.44,1992.15,2022-04-04,2023-04-04,513.05,Active
POL-00479,Property,Central,17103710.35,3052.42,2022-11-14,2023-11-14,2659.37,Active
POL-00480,Motor,West,1341894.94,2171.93,2022-03-06,2023-03-06,386.78,Active
POL-00481,Motor,East,1137237.68,2173.29,2023-01-15,2024-01-15,2089.94,Active
POL-00482,Motor,East,1215068.37,1674.42,2022-04-24,2023-04-24,522.97,Active
POL-00483,Motor,West,907682.83,5260.76,2023-02-07,2024-02-07,4727.48,Active
POL-00484,Motor,North,392106.16,774.78,2022-09-21,2023-09-21,560.39,Active
POL-00485,Motor,South,210802.27,1942.98,2022-08-06,2023-08-06,1160.46,Cancelled
POL-00486,Motor,North,817565.61,4641.69,2022-11-29,2023-11-29,4234.75,Active
POL-00487,Motor,South,818919.47,1723.24,2022-05-02,2023-05-02,575.99,Active
POL-00488,Motor,Central,459199.58,3448.52,2022-05-17,2023-05-17,1294.38,Active
POL-00489,Motor,East,1035236.48,1051.0,2023-02-08,2024-02-08,941.58,Active
POL-00490,Motor,Central,794016.47,712.66,2022-07-15,2023-07-15,382.69,Active
POL-00491,Property,Central,1958047.16,946.33,2022-04-07,2023-04-07,251.49,Active
POL-00492,Property,West,10223862.0,1022.58,2022-05-19,2023-05-19,389.42,Active
POL-00493,Property,West,10709565.06,1890.36,2023-06-26,2024-06-25,978.85,Active
POL-00494,Motor,North,281635.58,5860.55,2022-05-20,2023-05-20,2247.88,Active
POL-00495,Property,South,5468053.23,1828.18,2022-04-15,2023-04-15,525.91,Lapsed
POL-00496,Motor,West,1157865.23,4537.83,2023-03-25,2024-03-24,3505.94,Active
POL-00497,Motor,South,434857.92,496.32,2022-11-02,2023-11-02,416.09,Active
POL-00498,Property,South,19932175.63,3184.81,2022-05-31,2023-05-31,1317.55,Lapsed
POL-00499,Motor,Central,430796.47,2945.38,2022-06-14,2023-06-14,1331.47,Cancelled
POL-00500,Motor,West,1066405.47,927.77,2022-05-21,2023-05-21,358.4,Active
POL-00501,Property,North,17846473.5,2552.86,2022-04-14,2023-04-14,727.39,Active
POL-00502,Liability,West,3103930.71,1319.15,2022-01-06,2023-01-06,21.68,Active
POL-00503,Liability,West,1962760.77,1330.57,2022-07-19,2023-07-19,729.08,Active
POL-00504,Motor,Central,843878.46,857.59,2023-06-08,2024-06-07,486.36,Active
POL-00505,Motor,West,1309921.43,1002.71,2023-05-06,2024-05-05,659.32,Active
POL-00506,Property,North,12495873.19,921.55,2023-05-19,2024-05-18,573.13,Active
POL-00507,Motor,West,1306774.54,1282.51,2022-10-16,2023-10-16,1015.47,Lapsed
POL-00508,Property,West,15251494.95,1775.48,2022-06-10,2023-06-10,783.16,Active
POL-00509,Motor,East,847119.5,2554.42,2023-03-24,2024-03-23,1980.55,Cancelled
POL-00510,Motor,West,683684.8,2409.97,2022-09-22,2023-09-22,1749.7,Lapsed
POL-00511,Motor,East,866818.39,840.6,2023-05-21,2024-05-20,518.18,Active
POL-00512,Property,Central,13574345.67,2105.33,2022-05-30,2023-05-30,865.2,Cancelled
POL-00513,Motor,Central,1132558.19,1638.34,2022-07-23,2023-07-23,915.67,Active
POL-00514,Motor,South,1357516.77,3086.15,2023-03-21,2024-03-20,2418.19,Active
POL-00515,Motor,East,356042.43,2037.63,2022-11-05,2023-11-05,1725.0,Cancelled
POL-00516,Motor,North,760797.56,2273.7,2022-01-15,2023-01-15,93.44,Active
POL-00517,Motor,South,880275.13,2502.36,2022-10-10,2023-10-10,1940.19,Active
POL-00518,Property,South,6285590.84,703.0,2022-12-09,2023-12-09,660.63,Active
POL-00519,Motor,East,300821.9,1927.27,2022-06-12,2023-06-12,860.67,Lapsed
POL-00520,Property,North,19331949.94,1476.53,2023-01-09,2024-01-09,1444.16,Active
POL-00521,Liability,West,1258235.43,1896.66,2022-06-25,2023-06-25,914.55,Active
POL-00522,Motor,North,827214.98,659.95,2023-02-04,2024-02-04,598.48,Active
POL-00523,Motor,South,533075.19,4310.55,2022-07-21,2023-07-21,2385.57,Lapsed
POL-00524,Property,North,16107442.63,1600.85,2022-11-10,2023-11-10,1377.17,Active
POL-00525,Motor,South,1484290.23,3183.63,2022-09-28,2023-09-28,2363.73,Active
POL-00526,Motor,North,1097549.47,669.65,2022-02-26,2023-02-26,104.57,Active
POL-00527,Liability,Central,2170405.42,1849.47,2022-03-23,2023-03-23,415.5,Active
POL-00528,Liability,South,3110877.07,3050.66,2022-11-20,2023-11-20,2707.98,Active
POL-00529,Property,Central,19294613.83,2206.52,2023-01-31,2024-01-31,2025.16,Active
POL-00530,Motor,North,397259.8,2991.62,2022-08-23,2023-08-23,1926.11,Lapsed
POL-00531,Property,North,18757876.84,2539.9,2022-04-17,2023-04-17,744.57,Active
POL-00532,Property,Central,12484262.43,971.39,2023-03-05,2024-03-04,803.73,Active
POL-00533,Motor,East,1287250.49,2583.21,2023-05-25,2024-05-24,1564.08,Active
POL-00534,Property,North,19387641.64,1892.02,2022-01-14,2023-01-14,72.57,Cancelled
POL-00535,Motor,North,906057.18,1253.59,2023-04-13,2024-04-12,903.27,Cancelled
POL-00536,Motor,Central,1277913.22,947.25,2023-04-17,2024-04-16,672.16,Active
POL-00537,Motor,South,305164.38,1268.75,2022-01-30,2023-01-30,104.28,Active
POL-00538,Motor,South,228528.39,1863.53,2022-08-22,2023-08-22,1194.7,Active
POL-00539,Motor,Central,499766.97,904.21,2022-08-16,2023-08-16,564.82,Active
POL-00540,Property,West,7889344.92,1017.09,2022-10-12,2023-10-12,794.17,Active
POL-00541,Liability,West,4462220.11,2036.41,2022-06-29,2023-06-29,1004.26,Active
POL-00542,Motor,East,1118925.41,1961.09,2022-04-12,2023-04-12,548.03,Active
POL-00543,Property,West,3726317.91,1100.55,2023-03-06,2024-03-05,907.58,Active
POL-00544,Liability,East,1757988.67,3634.57,2023-06-04,2024-06-03,2101.08,Active
POL-00545,Motor,North,1376769.17,2510.36,2023-03-02,2024-03-01,2097.69,Active
POL-00546,Motor,East,740275.3,4507.66,2022-02-27,2023-02-27,716.29,Active
POL-00547,Motor,Central,243751.9,1245.89,2022-03-01,2023-03-01,204.8,Active
POL-00548,Motor,South,221910.5,4070.93,2023-03-27,2024-03-26,3122.91,Active
POL-00549,Property,East,11002622.97,704.66,2023-03-05,2024-03-04,583.03,Active
POL-00550,Motor,South,740850.1,7394.57,2023-06-23,2024-06-22,3889.75,Active
POL-00551,Motor,West,812547.72,1657.63,2022-04-11,2023-04-11,458.69,Active
POL-00552,Motor,West,526642.26,876.7,2023-06-17,2024-06-16,475.58,Cancelled
POL-00553,Motor,East,244980.03,637.05,2022-06-06,2023-06-06,274.02,Active
POL-00554,Liability,North,4809273.93,1747.1,2022-03-16,2023-03-16,358.99,Active
POL-00555,Motor,South,268427.06,1939.82,2023-01-04,2024-01-04,1923.87,Active
POL-00556,Motor,South,601154.8,1575.0,2022-02-18,2023-02-18,211.44,Active
POL-00557,Motor,West,863231.78,2063.04,2023-02-15,2024-02-15,1808.7,Cancelled
POL-00558,Motor,South,843883.85,2532.81,2022-05-20,2023-05-20,971.49,Active
POL-00559,Motor,South,478439.89,929.54,2022-09-08,2023-09-08,639.22,Active
POL-00560,Motor,East,1467572.29,855.6,2022-01-11,2023-01-11,25.79,Active
POL-00561,Motor,East,570127.13,1095.58,2022-12-11,2023-12-11,1035.54,Active
POL-00562,Motor,West,1125164.2,2111.81,2022-01-23,2023-01-23,133.07,Active
POL-00563,Property,West,8123196.75,1287.02,2023-02-05,2024-02-05,1163.61,Active
POL-00564,Property,West,19455580.5,3586.67,2022-01-16,2023-01-16,157.22,Active
POL-00565,Property,North,15630461.84,1664.22,2023-05-27,2024-05-26,998.53,Active
POL-00566,Property,West,2783848.36,2053.37,2022-05-21,2023-05-21,793.22,Lapsed
POL-00567,Property,South,3481237.33,501.75,2023-01-26,2024-01-26,467.39,Active
POL-00568,Motor,North,358333.76,1086.35,2022-02-22,2023-02-22,157.74,Active
POL-00569,Motor,West,1037190.35,2150.6,2022-10-07,2023-10-07,1649.77,Active
POL-00570,Motor,North,629703.33,1427.81,2022-02-03,2023-02-03,133.0,Active
POL-00571,Motor,North,1238513.84,720.58,2023-04-02,2024-04-01,540.93,Active
POL-00572,Property,North,16283445.25,2440.15,2022-05-23,2023-05-23,956.0,Active
POL-00573,Motor,West,1182919.83,1193.79,2022-06-11,2023-06-11,529.85,Active
POL-00574,Property,North,14359825.57,1383.09,2023-06-11,2024-06-10,773.02,Active
POL-00575,Liability,West,4591288.61,1964.15,2023-03-27,2024-03-26,1506.75,Active
